Tstamp,Str,Thr,RrLH,FrLH,Fr,FrRH,RrRH
1719764487.25,   -100.00,      0.00,     64.00,     36.00,    213.00,    231.00,     53.00
1719764487.27,   -100.00,      0.00,     47.00,     56.00,    213.00,    231.00,     53.00
1719764487.30,   -100.00,      0.00,     59.00,     47.00,    213.00,    231.00,     53.00
1719764487.32,   -100.00,      0.00,     41.00,     58.00,    213.00,    232.00,     53.00
1719764487.34,   -100.00,      0.00,     66.00,     41.00,    212.00,    231.00,     53.00
1719764487.37,   -100.00,      0.00,     53.00,     50.00,    213.00,    231.00,     53.00
1719764487.39,   -100.00,      0.00,     53.00,     62.00,    213.00,    231.00,     53.00
1719764487.41,   -100.00,      0.00,     91.00,     47.00,    213.00,    231.00,     53.00
1719764487.44,   -100.00,      0.00,    129.00,     38.00,    213.00,    231.00,     53.00
1719764487.46,   -100.00,      0.00,    214.00,     47.00,    213.00,    231.00,     53.00
1719764487.48,   -100.00,      0.00,    205.00,     35.00,    213.00,    231.00,     53.00
1719764487.51,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.53,   -100.00,      0.00,    150.00,     35.00,    213.00,    232.00,     53.00
1719764487.56,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.58,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.60,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.63,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.65,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.67,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.70,   -100.00,      0.00,     79.00,     35.00,    213.00,    231.00,     53.00
1719764487.72,   -100.00,      0.00,     79.00,     35.00,    213.00,    231.00,     53.00
1719764487.74,   -100.00,      0.00,     79.00,     35.00,    213.00,    231.00,     52.00
1719764487.77,   -100.00,      0.00,     79.00,     35.00,    213.00,    232.00,     53.00
1719764487.79,   -100.00,      0.00,    151.00,     35.00,    213.00,    231.00,     53.00
1719764487.81,   -100.00,      0.00,    180.00,     44.00,    213.00,    231.00,     53.00
1719764487.84,   -100.00,      0.00,    179.00,     44.00,    213.00,    268.00,     52.00
1719764487.86,   -100.00,      0.00,    179.00,     44.00,    213.00,    231.00,     53.00
1719764487.89,   -100.00,      0.00,    166.00,     44.00,    213.00,    231.00,     53.00
1719764487.91,   -100.00,      0.00,    154.00,     38.00,    212.00,    231.00,     53.00
1719764487.93,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764487.96,   -100.00,      0.00,    154.00,     39.00,    213.00,    231.00,     53.00
1719764487.98,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.00,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.03,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.05,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.07,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.10,   -100.00,      0.00,    154.00,     38.00,    215.00,    231.00,     53.00
1719764488.12,   -100.00,      0.00,    154.00,     38.00,    212.00,    231.00,     53.00
1719764488.15,   -100.00,      0.00,    154.00,     38.00,    213.00,    232.00,     53.00
1719764488.17,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     52.00
1719764488.19,   -100.00,      0.00,    154.00,     39.00,    213.00,    231.00,     53.00
1719764488.22,   -100.00,      0.00,    154.00,     38.00,    213.00,    231.00,     53.00
1719764488.24,   -100.00,      0.00,    166.00,     38.00,    212.00,    232.00,     53.00
1719764488.26,   -100.00,      0.00,    151.00,     38.00,    212.00,    232.00,     53.00
1719764488.29,   -100.00,      0.00,    151.00,     39.00,    210.00,    231.00,     53.00
1719764488.31,   -100.00,      0.00,    138.00,     38.00,    213.00,    231.00,     53.00
1719764488.33,   -100.00,      0.00,    138.00,     38.00,    213.00,    231.00,     53.00
1719764488.36,   -100.00,      0.00,    151.00,     38.00,    213.00,    231.00,     53.00
1719764488.38,   -100.00,      0.00,    150.00,     38.00,    213.00,    231.00,     53.00
1719764488.40,   -100.00,      0.00,    138.00,     46.00,    213.00,    231.00,     53.00
1719764488.43,   -100.00,      0.00,     73.00,     47.00,    213.00,    231.00,     53.00
1719764488.45,   -100.00,      0.00,     74.00,     41.00,    213.00,    232.00,     53.00
1719764488.47,   -100.00,      0.00,     74.00,     41.00,    213.00,    231.00,     53.00
1719764488.50,   -100.00,      0.00,     64.00,     41.00,    213.00,    231.00,     53.00
1719764488.52,   -100.00,      0.00,     64.00,     79.00,    213.00,    231.00,     52.00
1719764488.54,   -100.00,      0.00,     56.00,     35.00,    213.00,    231.00,     53.00
1719764488.57,   -100.00,      0.00,     56.00,     35.00,    213.00,    231.00,     53.00
1719764488.59,   -100.00,      0.00,     56.00,     70.00,    213.00,    231.00,     53.00
1719764488.61,   -100.00,      0.00,     55.00,     97.00,    213.00,    222.00,     53.00
1719764488.64,   -100.00,      0.00,     56.00,     68.00,    212.00,    231.00,     52.00
1719764488.66,   -100.00,      0.00,     56.00,     67.00,    213.00,    231.00,     53.00
1719764488.68,   -100.00,      0.00,     47.00,     59.00,    213.00,    231.00,     53.00
1719764488.71,   -100.00,      0.00,     47.00,     59.00,    213.00,    223.00,     53.00
1719764488.73,   -100.00,      0.00,     47.00,     59.00,    213.00,    231.00,     53.00
1719764488.75,   -100.00,      0.00,     47.00,     59.00,    213.00,    231.00,     53.00
1719764488.78,   -100.00,      0.00,     47.00,     50.00,    212.00,    231.00,     53.00
1719764488.80,   -100.00,      0.00,     47.00,     50.00,    213.00,    231.00,     52.00
1719764488.82,   -100.00,      0.00,     56.00,     59.00,    213.00,    231.00,     53.00
1719764488.84,   -100.00,      0.00,     56.00,     59.00,    213.00,    232.00,     52.00
1719764488.87,   -100.00,      0.00,     65.00,     97.00,    213.00,    222.00,     53.00
1719764488.89,   -100.00,      0.00,     44.00,    612.00,    213.00,    231.00,     53.00
1719764488.93,   -100.00,      0.00,     44.00,   1468.00,    213.00,    231.00,     53.00
1719764488.96,   -100.00,      0.00,     44.00,   1447.00,    213.00,    232.00,     53.00
1719764488.99,   -100.00,      0.00,     44.00,   1426.00,    213.00,    231.00,     53.00
1719764489.02,   -100.00,      0.00,     53.00,   1427.00,    213.00,    231.00,     53.00
1719764489.04,   -100.00,      0.00,     53.00,    126.00,    213.00,    231.00,     53.00
1719764489.07,   -100.00,      0.00,     53.00,    126.00,    213.00,    231.00,     52.00
1719764489.09,   -100.00,      0.00,     53.00,    126.00,    213.00,    231.00,     53.00
1719764489.12,   -100.00,      0.00,     53.00,   1435.00,    213.00,    231.00,     52.00
1719764489.14,   -100.00,      0.00,     53.00,     44.00,    213.00,    232.00,     53.00
1719764489.17,   -100.00,      0.00,     44.00,     35.00,    213.00,    231.00,     53.00
1719764489.19,   -100.00,      0.00,     45.00,     44.00,    213.00,    232.00,     53.00
1719764489.23,   -100.00,      0.00,     44.00,   2000.00,    213.00,    231.00,     53.00
1719764489.27,   -100.00,      0.00,     64.00,   2000.00,    213.00,    231.00,     53.00
1719764489.30,   -100.00,      0.00,     47.00,    619.00,    213.00,    231.00,     53.00
1719764489.32,   -100.00,      0.00,     47.00,     90.00,    213.00,    231.00,     53.00
1719764489.35,   -100.00,      0.00,     47.00,     91.00,    213.00,    231.00,     53.00
1719764489.37,   -100.00,      0.00,     47.00,     91.00,    213.00,    231.00,     53.00
1719764489.39,   -100.00,      0.00,     47.00,    100.00,    213.00,    231.00,     53.00
1719764489.42,   -100.00,      0.00,     47.00,     61.00,    213.00,    231.00,     53.00
1719764489.44,   -100.00,      0.00,     47.00,     62.00,    213.00,    231.00,     53.00
1719764489.46,   -100.00,      0.00,     47.00,     61.00,    213.00,    231.00,     53.00
1719764489.49,   -100.00,      0.00,     47.00,     61.00,    212.00,    231.00,     53.00
1719764489.51,   -100.00,      0.00,     47.00,     62.00,    213.00,    232.00,     53.00
1719764489.53,   -100.00,      0.00,     47.00,     61.00,    213.00,    231.00,     53.00
1719764489.55,   -100.00,      0.00,     47.00,     62.00,    213.00,    231.00,     53.00
1719764489.58,   -100.00,      0.00,     47.00,     62.00,    213.00,    231.00,     53.00
1719764489.60,   -100.00,      0.00,     47.00,    108.00,    212.00,    278.00,     53.00
1719764489.63,   -100.00,      0.00,     38.00,    100.00,    221.00,    231.00,     53.00
1719764489.65,   -100.00,      0.00,     47.00,     99.00,    213.00,    231.00,     53.00
1719764489.67,   -100.00,      0.00,     38.00,    100.00,    213.00,    277.00,     53.00
1719764489.69,   -100.00,      0.00,     38.00,     52.00,    213.00,    231.00,     53.00
1719764489.72,   -100.00,      0.00,     38.00,     44.00,    212.00,    231.00,     52.00
1719764489.74,   -100.00,      0.00,     38.00,     35.00,    213.00,    231.00,     53.00
1719764489.77,   -100.00,      0.00,     47.00,     64.00,    213.00,    231.00,     53.00
1719764489.79,   -100.00,      0.00,     76.00,     38.00,    213.00,    231.00,     53.00
1719764489.81,   -100.00,      0.00,     67.00,     59.00,    212.00,    231.00,     53.00
1719764489.83,   -100.00,      0.00,     67.00,     41.00,    213.00,    231.00,     53.00
1719764489.86,   -100.00,      0.00,     59.00,     32.00,    213.00,    231.00,     53.00
1719764489.88,   -100.00,      0.00,     59.00,     50.00,    213.00,    231.00,     53.00
1719764489.90,   -100.00,      0.00,     50.00,     44.00,    213.00,    232.00,     53.00
1719764489.93,   -100.00,      0.00,     50.00,     35.00,    213.00,    231.00,     53.00
1719764489.95,   -100.00,      0.00,     50.00,     35.00,    213.00,    231.00,     53.00
1719764489.97,   -100.00,      0.00,     50.00,     35.00,    213.00,    231.00,     53.00
1719764490.00,   -100.00,      0.00,     59.00,     35.00,    213.00,    231.00,     53.00
1719764490.02,   -100.00,      0.00,     58.00,     91.00,    213.00,    269.00,     53.00
1719764490.05,   -100.00,      0.00,     59.00,   1653.00,    213.00,    231.00,     53.00
1719764490.07,   -100.00,      0.00,     59.00,     56.00,    213.00,    231.00,     53.00
1719764490.10,   -100.00,      0.00,     67.00,     56.00,    213.00,    231.00,     53.00
1719764490.12,   -100.00,      0.00,     68.00,     56.00,    213.00,    231.00,     53.00
1719764490.15,   -100.00,      0.00,     67.00,    732.00,    213.00,    231.00,     53.00
1719764490.18,   -100.00,      0.00,     67.00,    986.00,    213.00,    231.00,     53.00
1719764490.20,   -100.00,      0.00,     67.00,     56.00,    213.00,    231.00,     53.00
1719764490.23,   -100.00,      0.00,     58.00,     47.00,    213.00,    231.00,     53.00
1719764490.25,   -100.00,      0.00,     59.00,     29.00,    214.00,    231.00,     53.00
1719764490.28,   -100.00,      0.00,     50.00,     29.00,    213.00,    231.00,     53.00
1719764490.30,   -100.00,      0.00,     50.00,     30.00,    213.00,    231.00,     53.00
1719764490.32,   -100.00,      0.00,     41.00,     65.00,    213.00,    231.00,     53.00
1719764490.35,   -100.00,      0.00,     41.00,     64.00,    213.00,    231.00,     53.00
1719764490.37,   -100.00,      0.00,     61.00,     64.00,    222.00,    231.00,     52.00
1719764490.39,   -100.00,      0.00,     61.00,     65.00,    213.00,    231.00,     53.00
1719764490.42,   -100.00,      0.00,     53.00,     77.00,    213.00,    231.00,     53.00
1719764490.44,   -100.00,      0.00,     53.00,     76.00,    213.00,    231.00,     53.00
1719764490.46,   -100.00,      0.00,     53.00,     44.00,    213.00,    232.00,     53.00
1719764490.48,   -100.00,      0.00,     53.00,     44.00,    212.00,    231.00,     53.00
1719764490.51,   -100.00,      0.00,     53.00,     44.00,    213.00,    232.00,     53.00
1719764490.53,   -100.00,      0.00,     53.00,     44.00,    213.00,    231.00,     53.00
1719764490.55,   -100.00,      0.00,     53.00,     44.00,    213.00,    231.00,     53.00
1719764490.58,   -100.00,      0.00,     53.00,     44.00,    213.00,    232.00,     53.00
1719764490.60,   -100.00,      0.00,     53.00,     44.00,    212.00,    231.00,     53.00
1719764490.62,   -100.00,      0.00,     61.00,     44.00,    213.00,    231.00,     53.00
1719764490.65,   -100.00,      0.00,     53.00,     44.00,    213.00,    232.00,     53.00
1719764490.67,   -100.00,      0.00,     62.00,     65.00,    213.00,    231.00,     52.00
1719764490.69,   -100.00,      0.00,     61.00,     64.00,    213.00,    231.00,     53.00
1719764490.72,   -100.00,      0.00,     62.00,     65.00,    213.00,    231.00,     53.00
1719764490.74,   -100.00,      0.00,     62.00,     64.00,    213.00,    231.00,     53.00
1719764490.76,   -100.00,      0.00,     61.00,     64.00,    213.00,    231.00,     53.00
1719764490.79,   -100.00,      0.00,     62.00,     65.00,    213.00,    231.00,     53.00
1719764490.81,   -100.00,      0.00,     62.00,     65.00,    213.00,    231.00,     53.00
1719764490.83,   -100.00,      0.00,     61.00,     65.00,    212.00,    231.00,     53.00
1719764490.86,   -100.00,      0.00,     62.00,     65.00,    212.00,    231.00,     52.00
1719764490.88,   -100.00,      0.00,     61.00,     64.00,    213.00,    232.00,     53.00
1719764490.90,   -100.00,      0.00,     61.00,     64.00,    221.00,    232.00,     53.00
1719764490.93,   -100.00,      0.00,     62.00,     65.00,    213.00,    231.00,     53.00
1719764490.95,   -100.00,      0.00,     70.00,     73.00,    213.00,    231.00,     53.00
1719764490.97,   -100.00,      0.00,     70.00,     82.00,    213.00,    231.00,     53.00
1719764491.00,   -100.00,      0.00,     70.00,     82.00,    212.00,    231.00,     53.00
1719764491.02,   -100.00,      0.00,     70.00,     33.00,    213.00,    231.00,     53.00
1719764491.04,   -100.00,      0.00,     70.00,     33.00,    212.00,    232.00,     53.00
1719764491.07,   -100.00,      0.00,     70.00,     32.00,    213.00,    231.00,     53.00
1719764491.09,   -100.00,      0.00,     42.00,     32.00,    213.00,    232.00,     53.00
1719764491.11,   -100.00,      0.00,     79.00,     32.00,    213.00,    232.00,     53.00
1719764491.13,   -100.00,      0.00,     41.00,     32.00,    212.00,    232.00,     53.00
1719764491.16,   -100.00,      0.00,     50.00,     33.00,    213.00,    231.00,     53.00
1719764491.18,   -100.00,      0.00,     50.00,     62.00,    213.00,    232.00,     53.00
1719764491.20,   -100.00,      0.00,     50.00,     41.00,    213.00,    231.00,     53.00
1719764491.23,   -100.00,      0.00,     50.00,     62.00,    213.00,    231.00,     53.00
1719764491.25,   -100.00,      0.00,     50.00,     62.00,    213.00,    231.00,     53.00
1719764491.28,   -100.00,      0.00,     50.00,     62.00,    213.00,    231.00,     52.00
1719764491.30,   -100.00,      0.00,     50.00,     61.00,    213.00,    231.00,     53.00
1719764491.32,   -100.00,      0.00,     50.00,     70.00,    213.00,    231.00,     53.00
1719764491.35,   -100.00,      0.00,     59.00,     71.00,    212.00,    231.00,     53.00
1719764491.37,   -100.00,      0.00,     59.00,     30.00,    213.00,    231.00,     53.00
1719764491.39,   -100.00,      0.00,     68.00,     30.00,    213.00,    232.00,     53.00
1719764491.41,   -100.00,      0.00,     67.00,     29.00,    213.00,    232.00,     53.00
1719764491.44,   -100.00,      0.00,     76.00,     30.00,    213.00,    231.00,     53.00
1719764491.46,   -100.00,      0.00,     76.00,     29.00,    213.00,    231.00,     52.00
1719764491.48,   -100.00,      0.00,     76.00,     38.00,    213.00,    231.00,     53.00
1719764491.51,   -100.00,      0.00,     85.00,     29.00,    212.00,    231.00,     53.00
1719764491.53,   -100.00,      0.00,     56.00,     29.00,    212.00,    231.00,     53.00
1719764491.55,   -100.00,      0.00,     55.00,     29.00,    213.00,    231.00,     53.00
1719764491.58,   -100.00,      0.00,     56.00,     29.00,    213.00,    231.00,     53.00
1719764491.60,   -100.00,      0.00,     56.00,     38.00,    213.00,    232.00,     53.00
1719764491.62,   -100.00,      0.00,     65.00,     47.00,    213.00,    231.00,     53.00
1719764491.65,   -100.00,      0.00,     53.00,     56.00,    213.00,    232.00,     53.00
1719764491.67,   -100.00,      0.00,     71.00,     27.00,    212.00,    232.00,     53.00
1719764491.69,   -100.00,      0.00,     82.00,     59.00,    212.00,    231.00,     53.00
1719764491.73,   -100.00,      0.00,   1205.00,    514.00,    213.00,    231.00,     53.00
1719764491.76,    -84.00,      0.00,   1201.00,    514.00,    212.00,    231.00,     53.00
1719764491.79,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764491.82,    -20.00,      0.00,   1198.00,    514.00,    213.00,    231.00,     53.00
1719764491.85,    -20.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764491.88,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764491.92,    -20.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764491.95,    -20.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764491.98,    -20.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764492.01,    -20.00,      0.00,    737.00,    514.00,    213.00,    231.00,     53.00
1719764492.04,    -20.00,      0.00,   1188.00,    514.00,    213.00,    232.00,     53.00
1719764492.08,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764492.11,    -20.00,      0.00,    725.00,    514.00,    212.00,    231.00,     53.00
1719764492.14,    -20.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764492.17,    -20.00,      0.00,   1206.00,    514.00,    213.00,    231.00,     53.00
1719764492.20,    -20.00,      0.00,    733.00,    514.00,    213.00,    231.00,     53.00
1719764492.23,    -20.00,      0.00,    742.00,    514.00,    213.00,    231.00,     53.00
1719764492.26,    -20.00,      0.00,   1197.00,    514.00,    213.00,    232.00,     53.00
1719764492.29,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764492.33,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764492.36,    -20.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764492.39,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764492.42,    -20.00,      0.00,   1197.00,    508.00,    213.00,    231.00,     53.00
1719764492.45,    -20.00,      0.00,   1193.00,    514.00,    213.00,    232.00,     53.00
1719764492.48,    -20.00,      0.00,   1193.00,    514.00,    213.00,    231.00,     53.00
1719764492.51,    -20.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
1719764492.54,    -20.00,      0.00,    721.00,    514.00,    213.00,    231.00,     53.00
1719764492.58,    -20.00,      0.00,   1197.00,    514.00,    213.00,    231.00,     53.00
1719764492.61,    -20.00,      0.00,   1196.00,    514.00,    213.00,    231.00,     53.00
1719764492.64,    -20.00,      0.00,   1205.00,    514.00,    213.00,    223.00,     53.00
1719764492.67,    -20.00,      0.00,    725.00,    514.00,    213.00,    231.00,     53.00
